"year","soc_system","occupation","occ_category","occ_group","occ_level","soc_note","total_16plus","age_16to19","age_20to24","age_25to34","age_35to44","age_45to54","age_55to64","age_65plus","median_age"
2020,"2018_SOC","Food servers, nonrestaurant",NA,NA,NA,NA,157,23,28,31,20,16,23,15,33.1
2020,"2018_SOC","Dining room and cafeteria attendants and bartender helpers",NA,NA,NA,NA,231,54,46,38,19,25,36,13,28.3
2020,"2018_SOC","Dishwashers",NA,NA,NA,NA,184,33,29,37,26,22,28,9,31.7
2020,"2018_SOC","Hosts and hostesses, restaurant, lounge, and coffee shop",NA,NA,NA,NA,218,115,57,18,6,4,8,9,21.1
2020,"2018_SOC","Food preparation and serving related workers, all other",NA,NA,NA,NA,3,1,1,0,0,0,0,0,NA
2020,"2018_SOC","Building and grounds cleaning and maintenance occupations",NA,NA,NA,NA,5084,177,374,899,1064,1115,1071,384,45.3
2020,"2018_SOC","First-line supervisors of housekeeping and janitorial workers",NA,NA,NA,NA,321,1,8,41,81,94,72,25,48.7
2020,"2018_SOC","First-line supervisors of landscaping, lawn service, and groundskeeping workers",NA,NA,NA,NA,253,1,11,44,74,62,46,15,44.8
2020,"2018_SOC","Janitors and building cleaners",NA,NA,NA,NA,2043,80,140,332,359,438,484,210,48
2020,"2018_SOC","Maids and housekeeping cleaners",NA,NA,NA,NA,1163,23,77,190,244,299,260,70,46.5
2020,"2018_SOC","Pest control workers",NA,NA,NA,NA,112,0,14,28,29,18,21,2,40.6
2020,"2018_SOC","Landscaping and groundskeeping workers",NA,NA,NA,NA,1066,70,107,229,246,188,168,58,40.6
2020,"2018_SOC","Tree trimmers and pruners",NA,NA,NA,NA,109,2,16,29,28,13,18,4,38
2020,"2018_SOC","Other grounds maintenance workers",NA,NA,NA,NA,17,0,1,6,4,3,2,1,NA
2020,"2018_SOC","Personal care and service occupations",NA,NA,NA,NA,3399,201,508,708,661,636,440,246,39.1
2020,"2018_SOC","Supervisors of personal care and service workers",NA,NA,NA,NA,237,2,15,46,58,59,37,20,43.7
2020,"2018_SOC","Animal trainers",NA,NA,NA,NA,72,5,8,12,14,15,10,7,42.4
2020,"2018_SOC","Animal caretakers",NA,NA,NA,NA,272,37,53,64,45,31,30,12,31.6
2020,"2018_SOC","Gambling services workers",NA,NA,NA,NA,64,1,5,14,15,15,11,4,43.4
2020,"2018_SOC","Ushers, lobby attendants, and ticket takers",NA,NA,NA,NA,22,4,9,0,0,4,2,3,NA
2020,"2018_SOC","Other entertainment attendants and related workers",NA,NA,NA,NA,144,38,40,17,9,12,13,14,23.8
2020,"2018_SOC","Embalmers, crematory operators, and funeral attendants",NA,NA,NA,NA,14,0,3,4,2,1,1,3,NA
2020,"2018_SOC","Morticians, undertakers, and funeral arrangers",NA,NA,NA,NA,19,0,1,2,4,3,5,2,NA
2020,"2018_SOC","Barbers",NA,NA,NA,NA,102,1,11,19,23,24,14,10,42.8
2020,"2018_SOC","Hairdressers, hairstylists, and cosmetologists",NA,NA,NA,NA,646,3,54,156,168,119,88,58,41.9
2020,"2018_SOC","Manicurists and pedicurists",NA,NA,NA,NA,214,3,16,38,51,65,30,10,43.3
2020,"2018_SOC","Skincare specialists",NA,NA,NA,NA,72,2,11,15,19,17,7,2,38.3
2020,"2018_SOC","Other personal appearance workers",NA,NA,NA,NA,19,0,1,3,9,1,4,1,NA
2020,"2018_SOC","Baggage porters, bellhops, and concierges",NA,NA,NA,NA,60,1,9,7,7,15,14,6,47.2
2020,"2018_SOC","Tour and travel guides",NA,NA,NA,NA,47,5,7,14,4,10,3,4,NA
2020,"2018_SOC","Childcare workers",NA,NA,NA,NA,928,77,191,188,139,157,119,57,35.3
2020,"2018_SOC","Exercise trainers and group fitness instructors",NA,NA,NA,NA,202,0,24,50,48,39,25,16,40.5
2020,"2018_SOC","Recreation workers",NA,NA,NA,NA,131,12,21,29,18,24,16,10,38.4
2020,"2018_SOC","Residential advisors",NA,NA,NA,NA,33,2,13,5,5,5,2,0,NA
2020,"2018_SOC","Personal care and service workers, all other",NA,NA,NA,NA,102,6,17,24,22,19,8,6,37.4
2020,"2018_SOC","Sales and office occupations",NA,NA,NA,NA,29726,1426,3213,6421,5491,5519,5391,2266,42.1
2020,"2018_SOC","Sales and related occupations",NA,NA,NA,NA,14168,998,1678,2876,2503,2570,2376,1168,41.2
2020,"2018_SOC","First-line supervisors of retail sales workers",NA,NA,NA,NA,3067,32,209,712,653,621,574,265,44.3
2020,"2018_SOC","First-line supervisors of non-retail sales workers",NA,NA,NA,NA,1176,3,39,230,254,304,252,94,47.1
2020,"2018_SOC","Cashiers",NA,NA,NA,NA,2552,682,633,397,249,241,219,130,24.8
2020,"2018_SOC","Counter and rental clerks",NA,NA,NA,NA,69,7,10,11,15,11,12,5,40.3
2020,"2018_SOC","Parts salespersons",NA,NA,NA,NA,119,1,18,19,19,24,26,13,47
2020,"2018_SOC","Retail salespersons",NA,NA,NA,NA,2751,236,488,603,389,391,417,227,36.6
2020,"2018_SOC","Advertising sales agents",NA,NA,NA,NA,141,0,14,40,27,29,21,10,42.2
2020,"2018_SOC","Insurance sales agents",NA,NA,NA,NA,641,3,51,132,124,140,125,66,45.6
2020,"2018_SOC","Securities, commodities, and financial services sales agents",NA,NA,NA,NA,242,1,18,54,55,51,49,14,43.7
2020,"2018_SOC","Travel agents",NA,NA,NA,NA,51,0,0,7,6,15,16,7,53
2020,"2018_SOC","Sales representatives of services, except advertising, insurance, financial services, and travel",NA,NA,NA,NA,563,5,41,155,119,123,96,23,41.7
2020,"2018_SOC","Sales representatives, wholesale and manufacturing",NA,NA,NA,NA,1217,5,58,250,277,292,244,91,45.6
2020,"2018_SOC","Models, demonstrators, and product promoters",NA,NA,NA,NA,28,3,6,5,2,2,3,7,NA
2020,"2018_SOC","Real estate brokers and sales agents",NA,NA,NA,NA,1037,1,28,149,215,236,244,164,50.2
2020,"2018_SOC","Sales engineers",NA,NA,NA,NA,35,0,2,10,10,8,4,2,NA
2020,"2018_SOC","Telemarketers",NA,NA,NA,NA,48,1,12,14,5,6,7,4,NA
2020,"2018_SOC","Door-to-door sales workers, news and street vendors, and related workers",NA,NA,NA,NA,114,3,9,18,27,19,21,17,45.3
2020,"2018_SOC","Sales and related workers, all other",NA,NA,NA,NA,317,15,43,71,57,57,45,28,40.3
2020,"2018_SOC","Office and administrative support occupations",NA,NA,NA,NA,15558,428,1535,3545,2987,2950,3015,1098,42.9
2020,"2018_SOC","First-line supervisors of office and administrative support workers",NA,NA,NA,NA,1273,0,38,254,298,313,278,90,46.5
2020,"2018_SOC","Switchboard operators, including answering service",NA,NA,NA,NA,12,0,1,1,3,4,3,1,NA
2020,"2018_SOC","Telephone operators",NA,NA,NA,NA,23,0,1,6,5,3,7,2,NA
2020,"2018_SOC","Communications equipment operators, all other",NA,NA,NA,NA,8,0,2,2,2,3,0,0,NA
2020,"2018_SOC","Bill and account collectors",NA,NA,NA,NA,98,3,11,23,19,20,17,5,41
2020,"2018_SOC","Billing and posting clerks",NA,NA,NA,NA,434,4,23,100,96,107,79,24,44.1
2020,"2018_SOC","Bookkeeping, accounting, and auditing clerks",NA,NA,NA,NA,1179,6,51,172,206,289,305,150,50.4
2020,"2018_SOC","Gambling cage workers",NA,NA,NA,NA,13,0,0,2,1,2,5,1,NA
2020,"2018_SOC","Payroll and timekeeping clerks",NA,NA,NA,NA,146,0,4,32,33,26,36,14,46.8
2020,"2018_SOC","Procurement clerks",NA,NA,NA,NA,34,0,1,7,10,8,8,1,NA
2020,"2018_SOC","Tellers",NA,NA,NA,NA,279,11,59,86,46,31,34,13,31.9
2020,"2018_SOC","Financial clerks, all other",NA,NA,NA,NA,103,3,14,24,23,19,16,5,39.7
2020,"2018_SOC","Brokerage clerks",NA,NA,NA,NA,6,0,0,3,0,0,4,0,NA
2020,"2018_SOC","Correspondence clerks",NA,NA,NA,NA,4,0,0,0,2,2,0,0,NA
2020,"2018_SOC","Court, municipal, and license clerks",NA,NA,NA,NA,76,0,4,18,12,17,18,7,48.9
2020,"2018_SOC","Credit authorizers, checkers, and clerks",NA,NA,NA,NA,55,1,2,22,5,8,14,3,44.2
2020,"2018_SOC","Customer service representatives",NA,NA,NA,NA,2404,195,373,671,427,319,315,103,34.8
2020,"2018_SOC","Eligibility interviewers, government programs",NA,NA,NA,NA,82,0,2,21,23,14,20,2,43.1
2020,"2018_SOC","File clerks",NA,NA,NA,NA,161,9,26,33,24,24,35,9,40.8
2020,"2018_SOC","Hotel, motel, and resort desk clerks",NA,NA,NA,NA,91,5,26,29,9,9,9,4,29.8
2020,"2018_SOC","Interviewers, except eligibility and loan",NA,NA,NA,NA,208,2,31,55,36,35,31,19,40.8
2020,"2018_SOC","Library assistants, clerical",NA,NA,NA,NA,65,4,11,9,4,16,12,9,50.2
2020,"2018_SOC","Loan interviewers and clerks",NA,NA,NA,NA,151,1,13,45,36,22,28,6,40.1
2020,"2018_SOC","New accounts clerks",NA,NA,NA,NA,24,1,0,12,5,2,3,0,NA
2020,"2018_SOC","Order clerks",NA,NA,NA,NA,113,5,10,35,25,16,15,7,38.7
2020,"2018_SOC","Human resources assistants, except payroll and timekeeping",NA,NA,NA,NA,44,0,1,11,10,12,7,2,NA
2020,"2018_SOC","Receptionists and information clerks",NA,NA,NA,NA,1147,47,211,284,205,142,172,85,36.9
2020,"2018_SOC","Reservation and transportation ticket agents and travel clerks",NA,NA,NA,NA,108,0,9,38,16,26,16,3,40.9
2020,"2018_SOC","Information and record clerks, all other",NA,NA,NA,NA,113,1,10,28,31,17,21,5,41.2
2020,"2018_SOC","Cargo and freight agents",NA,NA,NA,NA,24,1,2,8,5,3,3,1,NA
2020,"2018_SOC","Couriers and messengers",NA,NA,NA,NA,578,26,93,165,106,100,55,32,36.6
2020,"2018_SOC","Public safety telecommunicators",NA,NA,NA,NA,104,2,9,31,23,24,11,4,39.5
2020,"2018_SOC","Dispatchers, except police, fire, and ambulance",NA,NA,NA,NA,205,4,15,39,61,34,45,6,43.2
2020,"2018_SOC","Meter readers, utilities",NA,NA,NA,NA,25,0,0,4,7,7,7,0,NA
2020,"2018_SOC","Postal service clerks",NA,NA,NA,NA,91,1,8,13,11,21,31,6,50.6
2020,"2018_SOC","Postal service mail carriers",NA,NA,NA,NA,312,2,14,55,76,82,73,11,46.5
2020,"2018_SOC","Postal service mail sorters, processors, and processing machine operators",NA,NA,NA,NA,66,1,2,11,9,8,27,7,52
2020,"2018_SOC","Production, planning, and expediting clerks",NA,NA,NA,NA,244,1,15,62,58,44,53,11,43.4
2020,"2018_SOC","Shipping, receiving, and inventory clerks",NA,NA,NA,NA,572,23,61,134,104,124,95,31,41.8
2020,"2018_SOC","Weighers, measurers, checkers, and samplers, recordkeeping",NA,NA,NA,NA,58,0,7,12,13,13,13,1,41.9
2020,"2018_SOC","Executive secretaries and executive administrative assistants",NA,NA,NA,NA,196,1,6,28,34,60,42,25,50.4
2020,"2018_SOC","Legal secretaries and administrative assistants",NA,NA,NA,NA,54,0,3,6,6,13,17,9,53.5
2020,"2018_SOC","Medical secretaries and administrative assistants",NA,NA,NA,NA,72,0,4,19,10,15,16,7,43.8
2020,"2018_SOC","Secretaries and administrative assistants, except legal, medical, and executive",NA,NA,NA,NA,2080,18,111,373,387,457,547,187,48.7
2020,"2018_SOC","Data entry keyers",NA,NA,NA,NA,228,7,24,56,51,33,39,17,40.8
2020,"2018_SOC","Word processors and typists",NA,NA,NA,NA,44,0,3,7,6,9,13,7,NA
2020,"2018_SOC","Desktop publishers",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA
2020,"2018_SOC","Insurance claims and policy processing clerks",NA,NA,NA,NA,236,1,21,56,55,39,49,14,43.5
2020,"2018_SOC","Mail clerks and mail machine operators, except postal service",NA,NA,NA,NA,62,3,7,8,12,15,11,5,46.5
2020,"2018_SOC","Office clerks, general",NA,NA,NA,NA,1227,31,136,258,218,221,245,116,43.8
2020,"2018_SOC","Office machine operators, except computer",NA,NA,NA,NA,22,2,5,4,2,2,6,1,NA
2020,"2018_SOC","Proofreaders and copy markers",NA,NA,NA,NA,4,0,0,0,1,1,2,0,NA
2020,"2018_SOC","Statistical assistants",NA,NA,NA,NA,65,0,4,26,17,11,6,1,37.1
2020,"2018_SOC","Office and administrative support workers, all other",NA,NA,NA,NA,535,5,47,147,102,109,99,26,42.2
2020,"2018_SOC","Natural resources, construction, and maintenance occupations",NA,NA,NA,NA,13357,341,1163,3019,3144,2821,2218,650,42
2020,"2018_SOC","Farming, fishing, and forestry occupations",NA,NA,NA,NA,1045,79,114,207,220,172,164,90,41
2020,"2018_SOC","First-line supervisors of farming, fishing, and forestry workers",NA,NA,NA,NA,53,0,1,12,11,13,11,5,48.7
2020,"2018_SOC","Agricultural inspectors",NA,NA,NA,NA,14,0,1,3,3,3,5,0,NA
2020,"2018_SOC","Animal breeders",NA,NA,NA,NA,4,0,0,0,1,0,2,1,NA
2020,"2018_SOC","Graders and sorters, agricultural products",NA,NA,NA,NA,36,0,2,12,5,7,8,3,NA
2020,"2018_SOC","Miscellaneous agricultural workers",NA,NA,NA,NA,834,76,103,159,179,132,121,64,39.8
2020,"2018_SOC","Fishing and hunting workers",NA,NA,NA,NA,35,1,0,7,7,5,5,11,NA
2020,"2018_SOC","Forest and conservation workers",NA,NA,NA,NA,21,0,1,4,5,4,4,3,NA
2020,"2018_SOC","Logging workers",NA,NA,NA,NA,47,1,6,11,9,8,9,3,NA
2020,"2018_SOC","Construction and extraction occupations",NA,NA,NA,NA,7710,175,690,1772,1905,1637,1191,341,41.5
2020,"2018_SOC","First-line supervisors of construction trades and extraction workers",NA,NA,NA,NA,737,1,27,142,191,210,126,39,44.9
2020,"2018_SOC","Boilermakers",NA,NA,NA,NA,19,0,2,3,7,6,1,0,NA
2020,"2018_SOC","Brickmasons, blockmasons, and stonemasons",NA,NA,NA,NA,113,2,7,23,19,39,15,8,44
2020,"2018_SOC","Carpenters",NA,NA,NA,NA,1114,28,92,231,311,242,162,47,41.8
2020,"2018_SOC","Carpet, floor, and tile installers and finishers",NA,NA,NA,NA,172,3,8,38,58,34,21,9,41.6
2020,"2018_SOC","Cement masons, concrete finishers, and terrazzo workers",NA,NA,NA,NA,55,1,4,14,12,12,10,1,42.2
2020,"2018_SOC","Construction laborers",NA,NA,NA,NA,1902,73,209,464,460,353,270,73,39.8
2020,"2018_SOC","Construction equipment operators",NA,NA,NA,NA,359,4,31,77,73,79,73,22,43.7
2020,"2018_SOC","Drywall installers, ceiling tile installers, and tapers",NA,NA,NA,NA,165,2,14,39,54,28,23,4,40.2
2020,"2018_SOC","Electricians",NA,NA,NA,NA,901,19,86,211,204,196,142,42,41.7
2020,"2018_SOC","Glaziers",NA,NA,NA,NA,45,0,6,11,8,10,9,1,NA
2020,"2018_SOC","Insulation workers",NA,NA,NA,NA,53,1,5,14,15,11,5,1,40.4
2020,"2018_SOC","Painters and paperhangers",NA,NA,NA,NA,524,11,34,125,136,114,88,17,41.8
2020,"2018_SOC","Pipelayers",NA,NA,NA,NA,49,0,8,13,10,8,7,2,NA
2020,"2018_SOC","Plumbers, pipefitters, and steamfitters",NA,NA,NA,NA,537,10,50,138,118,106,91,24,41
2020,"2018_SOC","Plasterers and stucco masons",NA,NA,NA,NA,24,0,1,4,7,4,5,2,NA
2020,"2018_SOC","Reinforcing iron and rebar workers",NA,NA,NA,NA,3,0,0,1,2,0,1,0,NA
2020,"2018_SOC","Roofers",NA,NA,NA,NA,210,6,35,62,50,31,18,9,36
2020,"2018_SOC","Sheet metal workers",NA,NA,NA,NA,123,3,11,28,24,31,24,1,42.2
2020,"2018_SOC","Structural iron and steel workers",NA,NA,NA,NA,47,1,5,9,15,9,7,1,NA
2020,"2018_SOC","Solar photovoltaic installers",NA,NA,NA,NA,20,0,3,8,4,3,1,1,NA
2020,"2018_SOC","Helpers, construction trades",NA,NA,NA,NA,47,3,13,9,9,11,1,0,NA
2020,"2018_SOC","Construction and building inspectors",NA,NA,NA,NA,116,0,1,21,16,24,32,22,52.6
2020,"2018_SOC","Elevator and escalator installers and repairers",NA,NA,NA,NA,19,0,0,1,8,8,2,0,NA
2020,"2018_SOC","Fence erectors",NA,NA,NA,NA,36,2,8,9,7,6,4,1,NA
2020,"2018_SOC","Hazardous materials removal workers",NA,NA,NA,NA,31,0,5,8,7,4,4,2,NA
2020,"2018_SOC","Highway maintenance workers",NA,NA,NA,NA,102,2,5,18,19,23,29,7,49.2
2020,"2018_SOC","Rail-track laying and maintenance equipment operators",NA,NA,NA,NA,5,0,1,1,2,2,0,0,NA
2020,"2018_SOC","Septic tank servicers and sewer pipe cleaners",NA,NA,NA,NA,7,0,0,2,2,0,2,1,NA
2020,"2018_SOC","Miscellaneous construction and related workers",NA,NA,NA,NA,22,1,3,5,6,3,3,1,NA
2020,"2018_SOC","Derrick, rotary drill, and service unit operators, oil and gas",NA,NA,NA,NA,22,0,2,7,9,2,1,0,NA
2020,"2018_SOC","Excavating and loading machine and dragline operators, surface mining",NA,NA,NA,NA,5,0,0,0,1,2,1,0,NA
2020,"2018_SOC","Earth drillers, except oil and gas",NA,NA,NA,NA,25,0,1,10,4,6,3,0,NA
2020,"2018_SOC","Explosives workers, ordnance handling experts, and blasters",NA,NA,NA,NA,6,0,1,1,1,3,1,0,NA
2020,"2018_SOC","Underground mining machine operators",NA,NA,NA,NA,39,0,5,8,15,4,5,1,NA
2020,"2018_SOC","Roustabouts, oil and gas",NA,NA,NA,NA,6,0,1,2,1,1,1,0,NA
2020,"2018_SOC","Other extraction workers",NA,NA,NA,NA,50,0,6,13,17,10,4,1,39.3
2020,"2018_SOC","Installation, maintenance, and repair occupations",NA,NA,NA,NA,4602,88,360,1041,1019,1011,863,219,43
2020,"2018_SOC","First-line supervisors of mechanics, installers, and repairers",NA,NA,NA,NA,226,1,7,33,47,71,54,13,48.6
2020,"2018_SOC","Computer, automated teller, and office machine repairers",NA,NA,NA,NA,190,1,16,52,39,41,28,13,41.3
2020,"2018_SOC","Radio and telecommunications equipment installers and repairers",NA,NA,NA,NA,140,2,8,32,29,30,33,6,43.6
2020,"2018_SOC","Avionics technicians",NA,NA,NA,NA,9,0,0,0,3,4,0,0,NA
2020,"2018_SOC","Electric motor, power tool, and related repairers",NA,NA,NA,NA,19,0,1,3,5,5,4,1,NA
2020,"2018_SOC","Electrical and electronics installers and repairers, transportation equipment",NA,NA,NA,NA,3,0,0,0,0,0,2,0,NA
2020,"2018_SOC","Electrical and electronics repairers, industrial and utility",NA,NA,NA,NA,9,0,0,3,2,2,2,0,NA
2020,"2018_SOC","Electronic equipment installers and repairers, motor vehicles",NA,NA,NA,NA,5,0,0,0,2,1,1,1,NA
2020,"2018_SOC","Audiovisual equipment installers and repairers",NA,NA,NA,NA,29,1,2,8,4,8,6,2,NA
2020,"2018_SOC","Security and fire alarm systems installers",NA,NA,NA,NA,63,0,5,14,20,11,10,2,40.8
2020,"2018_SOC","Aircraft mechanics and service technicians",NA,NA,NA,NA,153,1,6,41,38,35,25,7,43.3
2020,"2018_SOC","Automotive body and related repairers",NA,NA,NA,NA,121,6,10,19,30,26,25,6,43.9
2020,"2018_SOC","Automotive glass installers and repairers",NA,NA,NA,NA,15,1,0,4,3,4,2,0,NA
2020,"2018_SOC","Automotive service technicians and mechanics",NA,NA,NA,NA,750,25,93,195,149,141,115,32,39.8
2020,"2018_SOC","Bus and truck mechanics and diesel engine specialists",NA,NA,NA,NA,357,6,33,89,68,74,70,18,42.2
2020,"2018_SOC","Heavy vehicle and mobile equipment service technicians and mechanics",NA,NA,NA,NA,191,1,20,51,45,33,30,11,40.7
2020,"2018_SOC","Small engine mechanics",NA,NA,NA,NA,48,1,4,13,12,6,9,3,NA
2020,"2018_SOC","Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",NA,NA,NA,NA,84,6,10,28,18,14,6,2,34.5
2020,"2018_SOC","Control and valve installers and repairers",NA,NA,NA,NA,28,0,1,9,10,3,4,1,NA
2020,"2018_SOC","Heating, air conditioning, and refrigeration mechanics and installers",NA,NA,NA,NA,450,10,33,103,132,88,67,17,41.2
2020,"2018_SOC","Home appliance repairers",NA,NA,NA,NA,38,1,2,7,7,11,6,4,NA
2020,"2018_SOC","Industrial and refractory machinery mechanics",NA,NA,NA,NA,399,0,20,64,85,116,94,20,48.1
2020,"2018_SOC","Maintenance and repair workers, general",NA,NA,NA,NA,584,12,29,103,134,136,134,36,46.7
2020,"2018_SOC","Maintenance workers, machinery",NA,NA,NA,NA,24,0,0,7,3,7,5,2,NA
2020,"2018_SOC","Millwrights",NA,NA,NA,NA,57,1,3,7,12,20,13,1,50.4
2020,"2018_SOC","Electrical power-line installers and repairers",NA,NA,NA,NA,127,1,14,43,29,20,20,0,36.7
2020,"2018_SOC","Telecommunications line installers and repairers",NA,NA,NA,NA,131,2,9,30,33,33,23,0,41.1
2020,"2018_SOC","Precision instrument and equipment repairers",NA,NA,NA,NA,73,1,6,15,11,13,19,8,45.8
2020,"2018_SOC","Wind turbine service technicians",NA,NA,NA,NA,5,0,0,3,3,0,0,0,NA
2020,"2018_SOC","Coin, vending, and amusement machine servicers and repairers",NA,NA,NA,NA,29,0,2,8,4,5,9,1,NA
2020,"2018_SOC","Commercial divers",NA,NA,NA,NA,6,0,2,0,2,2,0,0,NA
2020,"2018_SOC","Locksmiths and safe repairers",NA,NA,NA,NA,28,0,0,9,3,5,8,3,NA
2020,"2018_SOC","Manufactured building and mobile home installers",NA,NA,NA,NA,5,0,0,0,1,3,2,0,NA
2020,"2018_SOC","Riggers",NA,NA,NA,NA,7,0,1,3,2,0,0,1,NA
2020,"2018_SOC","Helpers--installation, maintenance, and repair workers",NA,NA,NA,NA,16,4,2,6,1,2,1,0,NA
2020,"2018_SOC","Other installation, maintenance, and repair workers",NA,NA,NA,NA,183,4,20,39,33,41,38,9,43.2
2020,"2018_SOC","Production, transportation, and material moving occupations",NA,NA,NA,NA,18215,731,1908,3991,3514,3708,3306,1056,42.1
2020,"2018_SOC","Production occupations",NA,NA,NA,NA,7590,157,666,1719,1555,1662,1442,390,43
2020,"2018_SOC","First-line supervisors of production and operating workers",NA,NA,NA,NA,748,0,25,164,172,195,158,33,45.6
2020,"2018_SOC","Aircraft structure, surfaces, rigging, and systems assemblers",NA,NA,NA,NA,4,0,0,2,1,0,0,1,NA
2020,"2018_SOC","Electrical, electronics, and electromechanical assemblers",NA,NA,NA,NA,91,2,5,24,16,14,21,7,45.3
2020,"2018_SOC","Engine and other machine assemblers",NA,NA,NA,NA,7,0,2,0,3,0,1,0,NA
2020,"2018_SOC","Structural metal fabricators and fitters",NA,NA,NA,NA,21,0,2,6,6,4,3,0,NA
2020,"2018_SOC","Other assemblers and fabricators",NA,NA,NA,NA,872,22,86,210,172,174,159,49,42.1
2020,"2018_SOC","Bakers",NA,NA,NA,NA,235,11,32,57,44,42,37,12,38.9
2020,"2018_SOC","Butchers and other meat, poultry, and fish processing workers",NA,NA,NA,NA,266,11,31,55,63,50,40,16,40.7
2020,"2018_SOC","Food and tobacco roasting, baking, and drying machine operators and tenders",NA,NA,NA,NA,10,0,2,2,2,1,3,0,NA
2020,"2018_SOC","Food batchmakers",NA,NA,NA,NA,94,5,8,23,23,20,11,3,39.2
2020,"2018_SOC","Food cooking machine operators and tenders",NA,NA,NA,NA,13,3,2,3,0,3,1,0,NA
2020,"2018_SOC","Food processing workers, all other",NA,NA,NA,NA,125,2,7,37,31,22,23,3,40.5
2020,"2018_SOC","Computer numerically controlled tool operators and programmers",NA,NA,NA,NA,105,1,8,29,21,17,21,7,42.6
2020,"2018_SOC","Forming machine setters, operators, and tenders, metal and plastic",NA,NA,NA,NA,28,0,1,10,2,9,3,3,NA
2020,"2018_SOC","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",NA,NA,NA,NA,72,2,4,15,15,15,19,1,45.9
2020,"2018_SOC","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",NA,NA,NA,NA,41,3,7,5,8,4,9,4,NA
2020,"2018_SOC","Other machine tool setters, operators, and tenders, metal and plastic",NA,NA,NA,NA,7,0,1,1,1,1,1,1,NA
2020,"2018_SOC","Machinists",NA,NA,NA,NA,290,5,23,61,53,60,70,18,45.1
2020,"2018_SOC","Metal furnace operators, tenders, pourers, and casters",NA,NA,NA,NA,21,1,1,7,4,6,1,2,NA
2020,"2018_SOC","Model makers and patternmakers, metal and plastic",NA,NA,NA,NA,8,0,0,0,4,1,3,0,NA
2020,"2018_SOC","Molders and molding machine setters, operators, and tenders, metal and plastic",NA,NA,NA,NA,35,2,3,8,7,7,8,0,NA
2020,"2018_SOC","Tool and die makers",NA,NA,NA,NA,37,0,1,8,5,8,12,3,NA
2020,"2018_SOC","Welding, soldering, and brazing workers",NA,NA,NA,NA,520,12,65,137,118,103,72,13,38.9
2020,"2018_SOC","Other metal workers and plastic workers",NA,NA,NA,NA,341,4,27,87,57,74,80,10,43.6
2020,"2018_SOC","Prepress technicians and workers",NA,NA,NA,NA,13,1,2,3,3,3,1,0,NA
2020,"2018_SOC","Printing press operators",NA,NA,NA,NA,128,3,7,26,27,27,32,5,46
2020,"2018_SOC","Print binding and finishing workers",NA,NA,NA,NA,17,0,0,1,3,4,7,2,NA
2020,"2018_SOC","Laundry and dry-cleaning workers",NA,NA,NA,NA,120,4,9,19,19,31,27,11,48.4
2020,"2018_SOC","Pressers, textile, garment, and related materials",NA,NA,NA,NA,25,0,2,2,8,9,4,0,NA
2020,"2018_SOC","Sewing machine operators",NA,NA,NA,NA,131,1,10,19,23,33,28,16,48.8
2020,"2018_SOC","Shoe and leather workers",NA,NA,NA,NA,12,0,0,2,3,1,5,1,NA
2020,"2018_SOC","Tailors, dressmakers, and sewers",NA,NA,NA,NA,64,0,3,10,7,14,19,11,53.6
2020,"2018_SOC","Textile machine setters, operators, and tenders",NA,NA,NA,NA,16,1,2,5,1,2,3,1,NA
2020,"2018_SOC","Upholsterers",NA,NA,NA,NA,24,0,4,1,5,8,5,0,NA
2020,"2018_SOC","Other textile, apparel, and furnishings workers",NA,NA,NA,NA,13,0,1,3,1,5,3,0,NA
2020,"2018_SOC","Cabinetmakers and bench carpenters",NA,NA,NA,NA,50,2,4,5,13,13,8,5,44.3
2020,"2018_SOC","Furniture finishers",NA,NA,NA,NA,13,2,2,3,1,2,2,1,NA
2020,"2018_SOC","Sawing machine setters, operators, and tenders, wood",NA,NA,NA,NA,28,1,3,11,4,4,5,1,NA
2020,"2018_SOC","Woodworking machine setters, operators, and tenders, except sawing",NA,NA,NA,NA,13,1,1,2,2,4,3,0,NA
2020,"2018_SOC","Other woodworkers",NA,NA,NA,NA,23,0,2,6,4,6,3,2,NA
2020,"2018_SOC","Power plant operators, distributors, and dispatchers",NA,NA,NA,NA,41,0,3,6,15,7,8,2,NA
2020,"2018_SOC","Stationary engineers and boiler operators",NA,NA,NA,NA,56,1,0,10,7,11,20,7,53.5
2020,"2018_SOC","Water and wastewater treatment plant and system operators",NA,NA,NA,NA,112,0,2,27,24,24,30,4,45.3
2020,"2018_SOC","Miscellaneous plant and system operators",NA,NA,NA,NA,43,0,2,14,12,5,10,1,NA
2020,"2018_SOC","Chemical processing machine setters, operators, and tenders",NA,NA,NA,NA,49,0,0,12,17,11,7,2,NA
2020,"2018_SOC","Crushing, grinding, polishing, mixing, and blending workers",NA,NA,NA,NA,79,1,6,19,10,25,15,2,44.3
2020,"2018_SOC","Cutting workers",NA,NA,NA,NA,54,3,6,11,3,14,11,7,49.3
2020,"2018_SOC","Extruding, forming, pressing, and compacting machine setters, operators, and tenders",NA,NA,NA,NA,23,0,0,6,8,5,2,1,NA
